Age,Experience_years,Daily_work_hours,Sleep_hours,Caffeine_intake,Bugs_per_day,Commits_per_day,Meetings_per_day,Screen_time,Exercise_hours,Stress_level,Burnout_level,Age_Group
34,16,10.19,4.67,7,15,6,6,13.14,1.99,72,High,31-35
21,4,10.2,6.98,4,6,20,2,12.84,1.15,41,Medium,20-25
42,19,4.38,5.4,7,19,25,0,6.48,1.17,38,Medium,41-45
37,10,6.91,7.07,7,5,11,0,11.87,1.69,15,Low,36-40
39,4,8.14,4.42,4,17,9,8,12.02,1.05,85,High,36-40
31,14,9.5,4.58,7,19,28,2,13.66,0.44,77,High,31-35
42,18,6.96,6.68,3,3,6,7,8.8,0.84,14,Low,41-45
23,15,6.88,6.56,0,15,13,9,8.87,1.51,60,Medium,20-25
42,7,13.83,5.36,1,0,26,6,17.1,1.74,61,Medium,41-45
35,12,4.42,8.14,5,19,14,1,5.44,0.55,45,Medium,31-35
42,15,13.89,4.94,7,1,3,1,14.96,0.52,66,Medium,41-45
35,2,4.48,6.46,2,15,7,3,6.05,0.66,28,Low,31-35
20,0,6.88,6.78,6,8,18,1,8.77,1.19,47,Medium,20-25
41,8,8.94,8.34,4,14,28,4,12.05,0.56,53,Medium,41-45
44,8,5.43,6.09,0,15,18,9,9.17,1.79,41,Medium,41-45
21,16,5.35,5.99,5,8,4,6,7.6,1.96,51,Medium,20-25
22,1,6.56,6.9,2,6,21,1,8.52,1.36,34,Low,20-25
40,8,13.74,5.58,4,9,2,8,18.03,1.94,59,Medium,36-40
44,18,7.8,7.55,6,6,9,0,9.45,0.58,20,Low,41-45
39,12,9.66,5.24,2,12,14,5,13.37,1.63,48,Medium,36-40
36,4,11.04,8.12,7,1,1,6,15.77,1.36,52,Medium,36-40
39,8,11.42,5.36,3,11,20,4,13.35,0.53,79,High,36-40
41,12,10.88,8.96,6,12,9,0,12.23,0.64,76,High,41-45
40,0,7.37,5.58,5,2,21,3,12.29,0.98,21,Low,36-40
20,14,5.12,8.39,0,10,15,7,7.2,1.58,26,Low,20-25
39,3,6.82,5.99,0,7,2,4,8.92,1.74,12,Low,36-40
25,3,6.1,5.23,5,10,6,1,9.04,1.27,38,Medium,20-25
34,10,5.36,5.13,7,17,18,8,7.28,1.44,87,High,31-35
33,9,4.24,8.25,7,6,14,0,9.21,0.53,0,Low,31-35
39,5,13.36,5.54,1,11,11,0,14.53,1.48,46,Medium,36-40
34,11,13.21,5.69,1,5,28,9,16.02,1.21,84,High,31-35
33,19,4.5,4.98,7,9,1,4,7.69,0.45,52,Medium,31-35
44,15,5.73,8.81,2,19,29,8,8.6,1.9,41,Medium,41-45
40,2,5.4,5.22,3,14,12,5,8.48,1.02,58,Medium,36-40
43,13,6.81,5.24,2,19,25,4,11.76,1.59,72,High,41-45
44,0,6.04,8.72,4,14,19,5,10.55,1.05,46,Medium,41-45
24,9,13.46,8.5,0,18,18,5,15.69,1.87,89,High,20-25
25,14,4.84,5.24,2,5,6,8,8.05,0.28,43,Medium,20-25
36,6,6.12,8.32,2,9,23,8,7.12,1.09,53,Medium,36-40
30,3,4.81,5.25,7,14,2,4,7.45,0.05,59,Medium,26-30
35,13,13.8,4.42,5,19,5,3,15.46,0.39,100,High,31-35
31,15,13.18,8.1,6,19,0,0,17.03,0.56,64,Medium,31-35
34,13,11.17,7.86,0,17,20,5,13.05,0.95,71,Medium,31-35
42,2,8.26,5.47,7,1,1,6,12.26,1.64,43,Medium,41-45
23,16,5.9,4.45,0,6,0,6,8.15,0.93,31,Low,20-25
37,13,6.21,5.03,7,4,28,0,10.91,1.12,15,Low,36-40
40,17,8.43,7.86,1,2,22,5,11.21,1.85,3,Low,36-40
22,2,11.68,8.82,1,5,25,7,16.04,1.51,43,Medium,20-25
41,18,6.65,5.3,0,5,3,2,10.16,0.1,21,Low,41-45
27,2,7.11,8.09,6,0,4,0,12.02,0.35,22,Low,26-30
42,11,10.0,5.14,2,18,1,6,13.97,0.08,98,High,41-45
22,4,6.38,7.4,4,11,15,3,10.29,0.14,32,Low,20-25
27,9,9.84,4.42,2,4,7,4,11.9,0.68,43,Medium,26-30
37,8,7.87,6.93,6,6,14,1,10.89,1.46,25,Low,36-40
32,10,4.34,5.35,4,19,10,6,6.5,0.49,73,High,31-35
44,12,8.03,8.63,0,7,28,0,9.11,0.78,9,Low,41-45
39,2,13.2,5.45,5,18,9,3,17.04,0.79,100,High,36-40
36,18,6.93,5.99,4,5,29,7,8.87,1.18,45,Medium,36-40
27,10,7.23,8.2,1,14,2,6,9.82,1.79,46,Medium,26-30
42,15,4.66,6.19,5,5,22,6,6.8,1.97,21,Low,41-45
30,5,10.15,5.19,7,8,10,6,11.95,1.21,88,High,26-30
24,2,12.49,6.46,6,3,16,4,13.76,1.01,64,Medium,20-25
32,18,7.53,8.2,0,15,9,9,9.88,1.36,50,Medium,31-35
40,5,6.4,6.17,6,9,16,2,7.73,1.34,23,Low,36-40
42,7,13.57,4.66,3,0,13,9,16.73,1.05,83,High,41-45
24,10,11.45,5.92,4,10,22,6,12.53,1.47,65,Medium,20-25
43,11,9.67,8.77,4,9,0,7,14.43,0.98,67,Medium,41-45
32,9,7.06,4.36,7,17,27,6,11.93,1.99,53,Medium,31-35
25,2,6.21,6.04,6,19,24,5,8.43,0.1,62,Medium,20-25
24,3,11.16,7.24,5,19,8,8,13.2,0.89,88,High,20-25
28,0,9.22,4.39,3,14,23,5,10.64,0.79,72,High,26-30
35,12,9.21,5.72,3,5,23,4,13.83,1.54,31,Low,31-35
21,3,4.74,8.7,0,15,14,5,8.09,0.38,29,Low,20-25
20,10,9.12,4.15,5,1,14,9,12.56,0.87,56,Medium,20-25
27,18,12.23,7.76,7,2,19,3,16.81,1.4,48,Medium,26-30
38,10,13.47,8.21,2,16,20,5,18.11,1.21,88,High,36-40
30,11,5.07,5.39,3,7,24,3,9.38,1.09,29,Low,26-30
31,10,10.31,5.07,6,19,2,4,14.4,0.87,82,High,31-35
31,5,9.68,8.57,4,14,19,5,12.02,1.5,57,Medium,31-35
26,11,12.9,7.82,3,12,25,0,17.4,1.29,62,Medium,26-30
32,8,11.51,4.57,6,18,20,5,13.98,1.75,100,High,31-35
27,9,13.65,5.06,0,0,6,5,18.54,1.47,57,Medium,26-30
41,2,13.6,7.11,0,11,20,0,17.44,0.28,78,High,41-45
28,2,6.26,6.1,4,17,24,5,8.74,1.24,51,Medium,26-30
26,19,11.25,6.52,7,17,21,9,14.02,0.09,100,High,26-30
40,15,9.31,8.76,4,2,2,4,13.06,0.77,30,Low,36-40
43,2,6.15,6.1,4,17,21,7,8.59,0.82,75,High,41-45
34,9,5.95,8.41,2,16,21,4,10.26,1.02,35,Medium,31-35
21,10,4.81,7.3,4,10,14,9,6.4,0.36,68,Medium,20-25
42,7,11.96,4.61,7,4,27,4,16.59,1.29,69,Medium,41-45
39,5,8.99,7.72,5,6,9,1,9.45,0.38,35,Medium,36-40
44,19,12.57,6.6,0,17,15,3,12.02,1.9,67,Medium,41-45
31,10,10.08,5.13,7,6,16,5,14.51,1.06,53,Medium,31-35
20,11,10.74,5.45,0,17,22,9,12.7,1.42,79,High,20-25
42,15,6.92,6.79,3,1,18,9,11.29,1.29,40,Medium,41-45
41,17,8.57,7.01,4,5,0,7,10.76,0.61,31,Low,41-45
27,12,8.12,8.84,2,7,0,2,12.86,1.8,14,Medium,26-30
24,2,6.36,8.27,5,16,20,0,8.24,1.25,27,Low,20-25
34,14,12.33,5.03,1,3,13,6,13.61,1.02,81,High,31-35
20,13,10.22,7.87,3,16,25,8,14.97,1.02,69,Medium,20-25
20,17,4.37,4.04,7,15,25,5,6.03,1.78,50,Medium,20-25
44,13,12.2,4.65,5,14,1,1,16.98,0.12,75,High,41-45
29,4,8.99,5.0,6,14,1,1,9.36,0.78,48,Medium,26-30
41,13,8.04,6.99,2,7,27,0,9.37,1.68,18,Low,41-45
29,7,9.71,4.97,4,16,19,5,12.49,0.08,78,High,26-30
40,14,4.08,5.83,2,18,9,7,5.37,1.28,73,High,36-40
34,14,10.53,5.21,1,0,14,0,12.85,0.81,31,Low,31-35
36,18,10.6,5.69,5,12,26,0,12.02,0.41,68,Medium,36-40
41,10,10.53,8.71,2,5,27,0,13.93,1.22,29,Low,41-45
25,5,5.63,8.99,6,9,27,9,10.53,1.66,32,Low,20-25
22,18,6.56,7.43,1,0,14,4,8.24,0.93,6,Low,20-25
32,7,6.47,6.86,4,11,6,6,8.79,0.29,34,Low,31-35
35,5,8.99,7.54,5,18,7,3,16.95,0.61,77,High,31-35
27,19,4.68,7.86,1,14,10,0,6.37,1.96,12,Low,26-30
32,14,8.29,7.7,5,4,15,0,12.13,1.02,28,Low,31-35
36,2,12.71,4.41,2,1,25,9,15.32,0.32,76,High,36-40
36,9,11.69,5.55,6,18,22,2,16.49,1.98,84,High,36-40
41,14,12.22,5.72,4,13,24,4,15.74,1.76,73,High,41-45
32,15,13.72,5.85,4,8,6,4,12.02,1.41,78,High,31-35
36,16,7.87,5.72,7,0,19,8,11.75,0.3,47,Medium,36-40
25,18,7.1,7.94,0,12,8,8,11.46,0.48,59,Medium,20-25
36,10,4.31,7.74,4,16,24,8,8.51,0.36,56,Medium,36-40
35,15,5.5,4.02,4,1,18,7,7.55,1.26,10,Low,31-35
33,4,9.62,5.48,0,13,25,8,12.29,0.8,57,Medium,31-35
32,4,5.58,7.12,4,19,29,5,8.39,0.1,52,Medium,31-35
25,13,11.36,4.6,1,5,23,7,13.91,0.58,71,High,20-25
22,17,4.37,4.36,2,5,0,7,6.61,1.72,19,Low,20-25
33,7,6.59,8.14,2,17,17,7,10.6,1.59,61,Medium,31-35
33,4,10.95,6.26,3,18,7,4,12.0,1.29,66,Medium,31-35
34,6,6.56,8.28,3,8,28,9,8.73,0.17,53,Medium,31-35
27,15,11.29,8.12,3,14,7,2,12.86,1.77,44,Medium,26-30
34,13,13.96,8.47,5,6,21,3,15.48,1.07,67,Medium,31-35
41,4,11.97,4.24,4,5,7,8,14.08,0.99,76,High,41-45
32,8,7.42,4.93,7,4,29,6,11.47,1.87,43,Medium,31-35
36,3,13.01,5.48,2,18,13,8,17.89,0.02,100,High,36-40
40,3,4.51,4.68,3,9,23,6,7.57,1.11,49,Medium,36-40
43,15,11.25,6.43,2,0,1,7,13.61,1.58,51,Medium,41-45
22,16,4.23,7.99,1,6,2,2,8.55,0.13,1,Low,20-25
25,14,5.75,8.76,3,17,6,7,7.02,0.71,75,High,20-25
24,3,13.88,8.45,2,7,14,3,15.25,1.95,68,Medium,20-25
41,5,7.61,6.29,4,11,28,5,9.99,0.42,53,Medium,41-45
36,15,12.2,7.18,5,9,14,5,14.99,1.06,50,Medium,36-40
42,3,7.76,5.15,6,5,10,1,11.95,1.49,33,Low,41-45
44,5,8.99,6.02,4,15,1,6,17.1,0.78,100,High,41-45
21,4,13.65,8.36,4,18,21,5,16.78,0.82,100,High,20-25
34,15,8.36,4.15,6,17,17,9,11.34,0.13,77,High,31-35
24,15,9.59,6.66,3,12,13,4,11.44,0.38,74,High,20-25
39,9,10.29,8.36,4,19,17,6,13.09,1.76,70,High,36-40
25,8,13.35,4.61,5,6,26,1,18.04,1.64,56,Medium,20-25
25,3,6.57,8.91,0,6,1,9,9.14,0.61,44,Medium,20-25
37,13,10.11,4.06,7,15,3,3,11.95,0.76,84,High,36-40
37,3,7.25,8.43,5,9,13,4,9.6,0.88,51,Medium,36-40
23,11,6.17,5.77,1,14,6,7,9.23,0.69,64,Medium,20-25
36,9,8.99,4.66,5,13,14,5,8.24,1.31,53,Medium,36-40
44,3,10.21,4.79,2,11,5,5,12.94,0.03,88,High,41-45
33,17,12.82,7.51,0,14,4,4,16.85,1.76,63,Medium,31-35
33,12,7.51,8.35,3,7,19,9,10.85,0.6,37,Medium,31-35
32,12,9.53,7.21,2,6,17,4,13.19,1.74,57,Medium,31-35
26,13,10.42,8.64,6,8,10,0,14.87,0.91,38,Medium,26-30
31,17,8.15,8.21,5,13,7,3,12.61,1.55,46,Medium,31-35
42,0,13.03,4.05,2,6,28,8,14.84,1.65,75,High,41-45
34,15,7.63,7.35,4,11,11,1,11.12,0.6,39,Medium,31-35
38,14,5.25,5.52,2,13,17,5,9.12,1.28,45,Medium,36-40
30,4,5.44,6.27,2,10,14,1,7.02,1.21,11,Low,26-30
34,5,12.91,4.47,5,18,26,8,17.28,0.95,100,High,31-35
31,5,13.88,5.41,1,5,7,4,15.6,0.94,58,Medium,31-35
22,2,6.89,7.16,6,2,25,8,11.09,0.61,41,Medium,20-25
36,15,5.44,5.09,5,5,29,9,7.09,0.62,55,Medium,36-40
22,11,8.82,7.24,3,8,3,4,12.79,1.1,56,Medium,20-25
38,3,11.1,8.62,7,1,27,8,12.69,0.06,85,High,36-40
39,0,10.12,4.02,7,5,20,1,12.64,1.87,53,Medium,36-40
23,3,13.51,7.93,6,13,14,6,15.08,1.3,80,High,20-25
22,0,12.18,7.21,0,18,10,7,14.26,0.89,60,Medium,20-25
35,7,12.69,4.23,4,3,0,2,17.63,0.12,68,Medium,31-35
31,4,9.42,7.95,1,13,1,0,10.85,1.26,35,Medium,31-35
27,1,7.27,5.12,0,9,26,1,9.9,0.04,33,Low,26-30
43,11,11.02,5.33,0,5,7,9,14.73,1.36,57,Medium,41-45
36,16,8.39,4.47,6,10,14,4,12.02,0.15,61,Medium,36-40
26,6,6.88,6.67,1,12,0,8,8.32,1.31,54,Medium,26-30
30,10,5.52,6.49,4,17,2,4,7.09,0.81,58,Medium,26-30
37,3,9.28,5.74,3,19,17,0,12.86,1.33,60,Medium,36-40
20,4,9.94,4.84,1,13,25,0,14.58,0.28,64,Medium,20-25
22,5,9.69,8.19,1,19,15,1,13.99,0.23,70,High,20-25
23,10,5.17,8.38,1,19,20,0,10.1,0.49,28,Low,20-25
32,0,9.7,6.7,7,10,27,7,13.01,0.82,84,High,31-35
25,9,5.68,5.22,4,4,19,1,10.53,0.51,53,Low,20-25
33,19,10.64,4.48,7,9,19,7,12.86,0.16,86,High,31-35
24,10,8.29,8.34,1,3,12,4,10.98,0.65,21,Low,20-25
35,16,12.49,4.48,1,11,19,0,12.02,1.41,66,Medium,31-35
34,7,11.78,4.07,2,5,26,3,12.97,1.17,38,Medium,31-35
34,12,11.24,6.35,2,7,3,1,15.56,1.93,53,Medium,31-35
23,19,11.01,7.66,2,3,3,5,12.11,0.87,44,Medium,20-25
27,17,9.6,6.29,2,19,21,4,13.52,0.67,77,High,26-30
35,15,4.61,4.26,1,9,1,8,7.24,1.39,35,Medium,31-35
35,1,10.55,7.45,7,10,12,2,11.57,0.82,75,High,31-35
23,4,8.67,7.21,6,14,12,4,10.83,1.24,63,Medium,20-25
32,17,8.7,7.41,7,4,19,9,11.08,1.89,49,Medium,31-35
32,2,7.79,5.06,2,2,29,6,12.65,1.0,18,Low,31-35
21,16,13.29,7.98,0,14,6,8,16.93,1.0,78,High,20-25
22,15,6.49,6.4,6,1,6,2,9.66,1.55,0,Low,20-25
41,5,7.17,6.68,3,1,16,3,8.68,1.51,19,Low,41-45
27,18,13.63,6.73,2,7,9,0,16.19,1.03,59,Medium,26-30
43,6,12.1,5.43,4,13,11,1,13.24,0.13,82,High,41-45
34,17,4.14,5.25,3,8,24,2,8.19,1.02,9,Low,31-35
30,13,13.06,4.02,7,4,22,9,14.71,0.75,88,High,26-30
28,5,6.27,5.98,7,11,26,6,9.65,0.63,57,Medium,26-30
26,7,11.06,6.43,5,9,21,6,14.86,1.96,60,Medium,26-30
32,14,9.53,7.71,7,0,29,0,12.0,1.74,5,Low,31-35
21,14,9.37,4.33,5,18,15,8,12.9,0.66,90,High,20-25
27,14,11.18,8.62,0,10,1,2,15.24,0.62,48,Medium,26-30
26,15,6.07,5.32,3,16,21,2,7.81,1.44,41,Medium,26-30
43,0,5.59,5.83,3,2,20,1,8.99,0.67,11,Low,41-45
31,10,10.52,4.24,7,0,8,2,14.46,0.5,47,Medium,31-35
38,4,6.91,7.27,0,16,11,5,9.34,1.96,66,Medium,36-40
26,4,13.74,7.54,5,5,16,9,15.39,1.13,81,High,26-30
29,5,8.52,8.64,2,12,15,3,10.66,1.52,39,Medium,26-30
44,1,5.12,5.68,0,19,4,1,9.85,1.43,31,Low,41-45
35,5,10.86,5.29,4,3,18,7,13.29,1.51,65,Medium,31-35
22,13,7.06,7.63,0,4,24,0,8.49,1.81,4,Medium,20-25
29,10,5.49,7.53,1,14,27,9,6.82,1.0,31,Low,26-30
25,3,8.23,8.69,5,13,16,7,9.95,1.51,70,High,20-25
37,8,13.64,5.03,1,18,21,1,15.15,1.59,80,High,36-40
37,2,8.11,7.53,5,14,2,8,11.09,1.89,68,Medium,36-40
24,10,7.47,4.33,5,11,16,3,9.86,1.43,47,Medium,20-25
40,10,8.45,6.4,3,17,26,3,12.82,1.79,61,Medium,36-40
26,3,4.12,4.6,2,13,14,6,8.64,0.19,55,Medium,26-30
21,0,5.33,7.27,2,9,18,2,8.22,0.25,9,Low,20-25
30,15,12.5,7.01,5,7,14,9,17.05,0.32,89,High,26-30
32,10,13.78,4.24,5,3,17,2,16.58,0.29,71,High,31-35
42,15,5.58,5.6,7,17,25,3,9.15,0.18,51,Medium,41-45
24,10,9.36,5.98,1,7,11,9,11.01,0.25,81,High,20-25
25,7,13.66,5.24,7,3,27,2,14.87,1.99,54,Medium,20-25
43,0,5.57,4.19,7,9,11,9,7.21,0.54,71,Medium,41-45
33,8,5.86,5.59,4,4,23,7,7.87,0.96,26,Low,31-35
31,11,13.27,7.96,0,9,2,8,17.27,1.64,57,Medium,31-35
23,7,11.06,5.8,5,5,10,4,12.75,0.24,73,High,20-25
42,16,5.52,5.62,7,3,22,2,7.04,0.63,24,Low,41-45
25,9,7.93,8.71,5,17,9,6,12.64,0.32,79,High,20-25
29,6,4.56,4.21,0,16,21,2,8.32,0.13,39,Medium,26-30
37,18,8.33,7.84,0,6,14,5,11.22,1.92,23,Low,36-40
34,5,11.78,6.42,4,8,22,3,13.16,1.72,50,Medium,31-35
27,10,9.54,8.72,4,2,10,6,13.95,1.76,29,Low,26-30
28,17,10.47,5.97,0,8,22,5,11.9,1.74,56,Medium,26-30
24,14,7.27,7.54,5,3,25,6,10.71,0.31,39,Medium,20-25
29,1,5.61,4.35,5,18,0,3,9.28,1.57,54,Medium,26-30
39,13,4.13,8.64,0,8,19,5,6.73,1.46,16,Low,36-40
25,9,12.21,5.72,5,19,3,9,16.85,1.85,100,High,20-25
35,15,10.37,6.62,4,5,20,6,11.57,0.44,56,Medium,31-35
43,6,6.29,4.69,0,10,29,9,10.56,0.83,70,High,41-45
22,7,8.18,8.73,4,14,25,7,11.4,0.59,44,Medium,20-25
29,9,12.01,7.36,5,5,20,9,15.45,0.52,79,High,26-30
30,14,9.39,4.27,5,19,7,8,14.34,1.3,94,High,26-30
30,7,7.0,4.78,4,9,19,2,10.33,0.33,49,Medium,26-30
36,12,6.67,6.0,1,17,12,4,10.86,0.93,53,Medium,36-40
23,11,6.18,5.08,1,15,16,9,7.79,1.29,65,Medium,20-25
23,7,12.24,5.52,6,3,14,2,16.48,0.26,43,Medium,20-25
36,14,9.82,8.99,4,9,20,4,13.86,0.51,70,High,36-40
28,11,11.09,7.29,0,12,0,1,15.96,1.93,54,Medium,26-30
38,10,8.99,8.61,1,4,27,2,17.34,1.59,30,Low,36-40
24,18,13.87,6.18,5,19,2,6,15.73,1.35,100,High,20-25
41,13,6.49,7.55,7,18,23,7,9.35,1.71,61,Medium,41-45
43,17,5.81,6.46,2,17,25,4,10.46,0.03,47,Medium,41-45
25,12,8.62,5.64,0,19,20,2,12.18,0.01,58,Medium,20-25
22,3,4.35,6.6,4,16,22,3,7.2,0.31,32,Low,20-25
41,16,8.99,6.14,5,15,29,2,13.36,0.99,76,High,41-45
20,18,12.84,8.9,5,0,16,2,15.25,1.14,32,Low,20-25
39,8,10.86,6.48,2,0,21,8,14.52,0.23,49,Medium,36-40
41,6,6.68,8.06,4,19,27,3,10.79,0.14,48,Medium,41-45
35,0,5.23,7.33,6,13,29,5,8.02,1.66,44,Medium,31-35
42,6,7.82,6.4,0,1,23,2,9.04,0.93,4,Low,41-45
30,6,12.33,6.37,5,14,21,7,15.86,1.98,91,High,26-30
32,19,7.48,5.71,6,2,3,3,12.17,0.46,42,Medium,31-35
29,6,4.34,4.53,3,12,26,7,12.02,1.29,53,Medium,26-30
22,7,6.74,7.81,5,18,7,1,11.45,1.61,33,Low,20-25
28,15,13.9,8.59,3,0,14,8,16.32,1.75,58,Medium,26-30
31,2,10.77,5.09,7,12,7,1,15.32,0.61,84,High,31-35
42,12,13.01,8.63,3,14,29,2,17.16,0.39,56,Medium,41-45
33,9,11.75,5.16,0,15,13,2,16.6,0.45,73,High,31-35
20,17,9.4,6.65,7,10,5,4,13.56,1.33,48,Medium,20-25
37,6,5.49,5.72,0,2,23,2,7.78,1.04,6,Low,36-40
36,4,7.49,4.57,2,7,27,7,12.09,1.2,51,Medium,36-40
28,6,9.84,4.26,5,5,21,9,13.52,0.04,72,High,26-30
28,16,12.71,5.83,0,4,14,6,14.36,0.78,54,Medium,26-30
42,3,6.69,4.24,0,14,19,0,7.87,0.62,43,Medium,41-45
29,15,5.21,4.52,4,8,26,5,7.67,1.73,24,Low,26-30
38,18,9.59,4.71,2,4,27,1,13.74,1.55,41,Medium,36-40
34,9,5.77,4.01,5,9,21,7,9.24,0.86,74,High,31-35
24,2,10.1,4.77,6,5,14,9,13.21,1.26,61,Medium,20-25
34,2,6.64,6.89,4,10,23,7,7.65,0.1,40,Medium,31-35
39,16,6.31,8.1,1,3,29,6,9.05,1.27,3,Low,36-40
42,9,7.99,4.97,5,19,22,7,9.62,0.19,83,High,41-45
44,16,9.93,4.4,1,11,4,0,12.75,1.43,57,Medium,41-45
21,16,9.45,7.65,7,19,12,7,14.42,1.15,93,High,20-25
32,3,6.45,4.04,7,5,6,0,10.97,0.6,41,Medium,31-35
43,5,12.91,7.67,4,0,16,2,15.15,0.74,46,Medium,41-45
35,11,5.1,4.66,3,17,7,3,8.47,0.18,67,Medium,31-35
34,19,4.39,5.14,6,1,4,2,7.4,0.65,13,Low,31-35
44,16,10.03,4.6,5,4,22,1,11.55,1.93,48,Medium,41-45
29,16,5.23,5.24,0,15,6,2,10.19,0.97,56,Medium,26-30
33,9,9.05,7.99,2,11,7,8,11.75,0.95,70,High,31-35
29,6,13.52,4.66,5,11,6,1,16.54,1.26,66,Medium,26-30
44,15,10.99,8.97,2,10,21,4,14.58,0.97,44,Medium,41-45
33,12,10.17,5.64,3,19,14,2,11.94,0.71,95,High,31-35
42,2,9.75,8.61,2,18,5,8,11.64,0.28,71,High,41-45
28,1,5.8,4.95,3,6,20,6,7.57,1.26,54,Medium,26-30
44,15,8.33,4.94,6,1,20,9,10.87,1.5,51,Medium,41-45
33,5,7.43,6.83,4,5,3,2,9.23,1.85,22,Low,31-35
22,5,13.53,4.25,3,3,22,1,18.24,0.01,53,Medium,20-25
39,12,6.42,8.01,7,1,14,1,10.28,0.13,10,Low,36-40
35,6,8.72,6.2,1,16,27,4,13.31,1.8,53,Medium,31-35
21,4,13.38,7.5,7,7,26,8,17.77,1.26,84,High,20-25
29,6,11.89,4.87,5,4,29,1,15.7,1.92,47,Medium,26-30
22,1,13.65,7.21,7,9,2,1,15.62,0.86,77,High,20-25
30,16,10.08,6.97,7,15,4,7,13.54,0.83,79,High,26-30
30,12,7.34,7.78,7,1,18,2,9.09,0.69,3,Low,26-30
40,15,12.27,5.49,3,18,14,2,13.8,0.29,83,High,36-40
40,19,6.91,8.67,5,6,4,5,10.44,0.76,28,Low,36-40
41,1,5.65,8.81,4,1,26,5,9.15,0.03,32,Low,41-45
32,4,11.06,8.34,6,12,12,5,12.69,1.02,76,High,31-35
26,17,10.39,6.86,4,3,9,4,12.8,1.69,57,Medium,26-30
42,6,12.79,6.1,3,15,5,3,14.06,0.64,88,High,41-45
36,10,13.62,4.29,4,9,0,8,17.48,0.19,100,High,36-40
21,10,12.57,8.74,1,16,29,3,17.52,1.95,65,Medium,20-25
31,16,4.6,8.76,6,13,10,0,8.56,0.26,33,Low,31-35
44,15,10.65,4.09,0,11,19,7,15.03,1.06,80,High,41-45
29,12,11.85,5.78,4,12,8,7,14.76,1.62,75,High,26-30
37,4,13.82,8.4,0,19,15,2,15.2,0.5,53,Medium,36-40
41,19,7.75,4.4,4,7,14,8,11.66,1.68,39,Medium,41-45
30,15,5.7,4.98,7,16,4,6,7.73,1.11,58,Medium,26-30
35,15,12.53,8.89,6,17,14,6,15.08,0.66,80,High,31-35
36,15,7.17,8.24,3,9,0,4,12.02,1.73,29,Low,36-40
38,13,9.98,8.56,0,12,14,2,14.6,1.24,38,Medium,36-40
37,5,7.9,4.71,6,1,3,9,10.84,1.23,72,High,36-40
22,1,8.02,5.06,4,16,27,4,12.87,1.01,72,High,20-25
40,13,11.32,7.03,5,5,15,2,14.4,0.55,44,Medium,36-40
35,15,7.61,6.51,4,11,21,2,9.1,0.61,58,Medium,31-35
25,19,10.93,5.49,0,12,6,0,14.0,0.18,53,Medium,20-25
32,12,4.14,8.42,5,3,22,3,8.58,0.49,15,Low,31-35
31,14,7.25,8.51,7,14,7,8,10.4,0.56,70,High,31-35
30,11,7.19,5.46,6,15,20,5,11.18,0.12,70,High,26-30
34,8,11.49,4.78,4,18,21,5,14.68,0.22,100,High,31-35
34,17,7.15,4.75,0,14,26,5,10.33,0.54,51,Medium,31-35
35,13,10.33,6.42,1,9,26,4,12.47,1.35,44,Medium,31-35
29,19,10.89,4.66,2,19,1,1,12.7,0.37,69,Medium,26-30
31,3,10.58,6.37,1,5,29,4,12.7,1.04,49,Medium,31-35
32,7,10.03,6.31,0,4,11,9,12.79,1.02,58,Medium,31-35
23,7,8.14,8.42,3,1,25,2,12.38,1.67,13,Low,20-25
26,15,7.73,5.48,3,19,27,9,12.05,1.22,82,High,26-30
41,9,9.65,6.8,2,1,1,1,12.02,1.83,19,Low,41-45
21,16,4.64,7.72,0,4,13,3,7.85,1.26,6,Low,20-25
34,0,12.76,6.98,5,2,18,9,15.42,0.05,82,High,31-35
27,17,12.25,8.77,4,5,19,8,15.53,0.76,52,Medium,26-30
26,9,7.46,7.01,1,10,5,6,11.05,1.4,39,Medium,26-30
34,3,9.67,8.51,5,4,21,9,11.79,0.95,50,Medium,31-35
42,0,13.32,5.23,6,17,18,8,18.0,0.84,100,High,41-45
33,3,6.72,6.8,1,13,16,2,11.46,1.34,45,Medium,31-35
27,3,11.42,6.72,2,9,2,1,12.84,0.57,56,Medium,26-30
31,3,4.83,8.95,7,2,19,8,8.64,1.82,22,Low,31-35
32,16,9.23,5.02,2,15,24,5,10.36,0.83,63,Medium,31-35
30,8,12.84,4.7,6,15,9,9,14.03,1.26,100,High,26-30
36,18,9.52,7.06,2,10,23,3,14.35,1.96,33,Low,36-40
36,12,10.16,5.12,7,3,12,3,12.02,1.57,53,Medium,36-40
43,3,13.08,7.2,6,10,19,9,15.38,1.06,97,High,41-45
23,4,11.15,8.86,5,7,22,9,14.83,1.72,57,Medium,20-25
40,12,10.96,8.73,5,15,28,5,15.34,1.12,76,High,36-40
27,15,9.86,5.16,2,7,28,6,14.34,0.88,74,High,26-30
24,4,10.33,4.85,5,8,24,9,11.41,1.75,73,High,20-25
35,7,12.04,6.8,2,13,17,4,16.31,0.05,79,High,31-35
23,15,13.79,6.93,7,7,18,7,18.2,0.81,81,High,20-25
41,0,8.99,7.31,5,15,14,9,15.33,0.69,94,High,41-45
34,5,11.08,7.71,2,1,7,0,14.0,1.43,22,Low,31-35
31,10,5.36,7.0,4,19,17,0,6.8,0.03,54,Medium,31-35
24,15,12.17,4.56,7,18,6,3,14.13,1.32,89,High,20-25
